"id","timestamp","cx","cy","radius","dist","num_circles","valid"
0,1511328214002,600,225,25,300,16,true
8,1511328215455,300,225.00000000000003,25,300,16,true
1,1511328216818,588.581929876693,282.40251485476347,25,300,16,true
9,1511328218031,311.41807012330696,167.59748514523653,25,300,16,true
2,1511328219454,556.0660171779821,331.06601717798213,25,300,16,true
10,1511328220857,343.93398282201787,118.93398282201788,25,300,16,true
3,1511328222230,507.40251485476347,363.58192987669304,25,300,16,true
11,1511328223643,392.5974851452364,86.41807012330702,25,300,16,true
4,1511328225045,450,375,25,300,16,true
12,1511328226261,450,75,25,300,16,true
5,1511328227435,392.59748514523653,363.58192987669304,25,300,16,true
13,1511328228746,507.4025148547635,86.41807012330702,25,300,16,true
6,1511328229935,343.93398282201787,331.06601717798213,25,300,16,true
14,1511328231435,556.0660171779821,118.93398282201785,25,300,16,true
7,1511328232591,311.41807012330696,282.40251485476347,25,300,16,true
15,1511328233875,588.581929876693,167.59748514523645,25,300,16,true
0,1511328250493,650,225,25,400,16,true
8,1511328251879,250,225.00000000000003,25,400,16,true
1,1511328253148,634.7759065022574,301.53668647301794,25,400,16,true
9,1511328254403,265.2240934977426,148.46331352698206,25,400,16,true
2,1511328255687,591.4213562373095,366.4213562373095,25,400,16,true
10,1511328257011,308.5786437626905,83.57864376269052,25,400,16,true
3,1511328258353,526.536686473018,409.7759065022574,25,400,16,true
11,1511328259786,373.46331352698195,40.2240934977427,25,400,16,true
4,1511328261198,450,425,25,400,16,true
12,1511328263510,449.99999999999994,25,25,400,16,true
5,1511328265052,373.46331352698206,409.7759065022574,25,400,16,true
13,1511328267293,526.536686473018,40.22409349774267,25,400,16,true
6,1511328269438,308.5786437626905,366.4213562373095,25,400,16,true
14,1511328270868,591.4213562373095,83.57864376269046,25,400,16,true
7,1511328272150,265.2240934977426,301.536686473018,25,400,16,true
15,1511328273377,634.7759065022573,148.46331352698192,25,400,16,true
0,1511328285731,575,225,25,250,16,true
8,1511328286976,325,225.00000000000003,25,250,16,true
1,1511328289020,565.4849415639109,272.8354290456362,25,250,16,true
9,1511328290552,334.51505843608913,177.1645709543638,25,250,16,true
2,1511328291874,538.3883476483185,313.3883476483184,25,250,16,true
10,1511328293169,361.6116523516815,136.61165235168158,25,250,16,true
3,1511328294472,497.83542904563626,340.48494156391087,25,250,16,true
11,1511328295708,402.16457095436374,109.51505843608919,25,250,16,true
4,1511328296883,450,350,25,250,16,true
12,1511328298296,450,100,25,250,16,true
5,1511328299549,402.1645709543638,340.48494156391087,25,250,16,true
13,1511328301130,497.83542904563626,109.51505843608918,25,250,16,true
6,1511328302404,361.6116523516816,313.3883476483185,25,250,16,true
14,1511328304021,538.3883476483184,136.61165235168153,25,250,16,true
7,1511328305199,334.51505843608913,272.83542904563626,25,250,16,true
15,1511328309634,565.4849415639108,177.1645709543637,25,250,16,true
0,1511328339448,600,225,15,300,16,true
8,1511328340771,300,225.00000000000003,15,300,16,true
1,1511328343211,588.581929876693,282.40251485476347,15,300,16,true
9,1511328344648,311.41807012330696,167.59748514523653,15,300,16,true
2,1511328346185,556.0660171779821,331.06601717798213,15,300,16,true
10,1511328347547,343.93398282201787,118.93398282201788,15,300,16,true
3,1511328348741,507.40251485476347,363.58192987669304,15,300,16,true
11,1511328350036,392.5974851452364,86.41807012330702,15,300,16,true
4,1511328351282,450,375,15,300,16,true
12,1511328352675,450,75,15,300,16,true
5,1511328353979,392.59748514523653,363.58192987669304,15,300,16,true
13,1511328355540,507.4025148547635,86.41807012330702,15,300,16,true
6,1511328357098,343.93398282201787,331.06601717798213,15,300,16,true
14,1511328358561,556.0660171779821,118.93398282201785,15,300,16,true
7,1511328359914,311.41807012330696,282.40251485476347,15,300,16,true
15,1511328361534,588.581929876693,167.59748514523645,15,300,16,true
0,1511328375338,650,225,15,400,16,true
8,1511328376739,250,225.00000000000003,15,400,16,true
1,1511328378348,634.7759065022574,301.53668647301794,15,400,16,true
9,1511328379811,265.2240934977426,148.46331352698206,15,400,16,true
2,1511328383258,591.4213562373095,366.4213562373095,15,400,16,true
10,1511328384789,308.5786437626905,83.57864376269052,15,400,16,true
3,1511328386290,526.536686473018,409.7759065022574,15,400,16,true
11,1511328387831,373.46331352698195,40.2240934977427,15,400,16,true
4,1511328389344,450,425,15,400,16,true
12,1511328390805,449.99999999999994,25,15,400,16,true
5,1511328392525,373.46331352698206,409.7759065022574,15,400,16,true
13,1511328394244,526.536686473018,40.22409349774267,15,400,16,true
6,1511328395823,308.5786437626905,366.4213562373095,15,400,16,true
14,1511328397551,591.4213562373095,83.57864376269046,15,400,16,true
7,1511328399862,265.2240934977426,301.536686473018,15,400,16,true
15,1511328401355,634.7759065022573,148.46331352698192,15,400,16,true
0,1511328415182,575,225,15,250,16,true
8,1511328416443,325,225.00000000000003,15,250,16,true
1,1511328417985,565.4849415639109,272.8354290456362,15,250,16,true
9,1511328419351,334.51505843608913,177.1645709543638,15,250,16,true
2,1511328420724,538.3883476483185,313.3883476483184,15,250,16,true
10,1511328422946,361.6116523516815,136.61165235168158,15,250,16,true
3,1511328424160,497.83542904563626,340.48494156391087,15,250,16,true
11,1511328425385,402.16457095436374,109.51505843608919,15,250,16,true
4,1511328426579,450,350,15,250,16,true
12,1511328427805,450,100,15,250,16,true
5,1511328429189,402.1645709543638,340.48494156391087,15,250,16,true
13,1511328430590,497.83542904563626,109.51505843608918,15,250,16,true
6,1511328431912,361.6116523516816,313.3883476483185,15,250,16,true
14,1511328433744,538.3883476483184,136.61165235168153,15,250,16,true
7,1511328435431,334.51505843608913,272.83542904563626,15,250,16,true
15,1511328436774,565.4849415639108,177.1645709543637,15,250,16,true
